fips,pop_total,pop_white,pop_black,pop_hispanic,income_median_household,rent_median_gross,rent_burdened_pct,evict_year,evict_filings
41041,50632,41749,155,2986,61314.0,1150.0,42.8,2018,191
41043,129794,110760,526,5542,73396.0,1273.0,41.5,2018,431
41045,31701,23346,332,1460,49902.0,819.0,32.9,2018,41
41047,346532,239703,3900,17967,74624.0,1333.0,44.1,2018,1784
41049,12249,7882,123,427,70217.0,910.0,25.1,2018,4
41051,803863,562458,44401,24486,86247.0,1582.0,43.1,2018,5630
41053,88553,70700,669,4341,81318.0,1270.0,41.2,2018,371
41055,1908,1654,7,64,59500.0,945.0,22.9,2018,1
41057,27471,23979,163,767,66551.0,1169.0,30.9,2018,27
41059,80087,56749,594,4689,68958.0,962.0,30.0,2018,381
41061,26192,23146,235,605,64212.0,982.0,33.1,2018,82
41063,7532,6779,92,105,65559.0,858.0,23.6,2018,21
41065,26603,21177,114,1087,63602.0,978.0,40.5,2018,80
41067,600266,396022,13763,15354,104434.0,1773.0,38.6,2018,2628
41069,1434,1233,0,46,51250.0,782.0,39.1,2018,1
41071,108122,84781,760,4432,87084.0,1377.0,45.2,2018,283
42001,105183,94864,1999,1021,81071.0,1084.0,32.5,2018,454
42003,1240476,953922,155056,10319,76393.0,1111.0,36.3,2018,13646
42005,65069,62318,627,270,64295.0,802.0,30.8,2018,227
42007,166993,146436,10355,907,70156.0,867.0,31.7,2018,1381
42009,47503,45625,372,217,60302.0,771.0,38.7,2018,99
42011,429989,310830,20358,6034,77684.0,1143.0,40.6,2018,5054
42013,121854,113639,2165,650,60594.0,854.0,37.5,2018,844
42015,59971,57047,577,463,62482.0,868.0,28.5,2018,237
42017,645993,532197,24211,4632,111951.0,1537.0,39.8,2018,5444
42019,195870,183784,2032,1064,86775.0,1018.0,31.8,2018,706
42021,132355,121267,4301,1585,56292.0,733.0,35.6,2018,622
42023,4475,4213,2,23,47681.0,699.0,43.7,2018,29
42025,65191,58673,1518,838,67877.0,975.0,35.4,2018,339
42027,158041,134114,5265,1464,72748.0,1181.0,49.2,2018,613
42029,540896,423956,28466,3969,123041.0,1691.0,38.2,2018,2470
42031,37297,35371,670,156,60668.0,785.0,39.1,2018,61
42033,78902,73484,1752,456,60181.0,788.0,35.3,2018,248
42035,37707,35619,524,216,58842.0,815.0,36.4,2018,229
42037,65055,60095,1254,409,61992.0,904.0,32.6,2018,495
42039,83189,77989,1383,579,60254.0,800.0,33.8,2018,328
42041,264422,220547,11848,1748,85634.0,1184.0,33.5,2018,1876
42043,287484,186536,50766,3008,74159.0,1153.0,35.4,2018,7457
42045,576195,371394,126895,4386,88576.0,1315.0,45.0,2018,6904
42047,30703,29211,257,139,64103.0,720.0,38.0,2018,63
42049,269544,225040,18596,2512,61476.0,876.0,41.9,2018,3102
42051,126967,114397,5156,1082,56093.0,771.0,36.3,2018,734
42053,6785,5362,949,99,50061.0,808.0,18.1,2018,5
42055,156626,137549,5056,1599,74946.0,1071.0,28.9,2018,1320
42057,14545,13693,198,95,64798.0,781.0,24.3,2018,25
42059,35265,32556,941,309,66870.0,754.0,26.1,2018,116
42061,43844,39561,2152,245,65429.0,795.0,30.7,2018,135
42063,83213,77087,2041,397,58739.0,786.0,37.7,2018,325
42065,44099,42575,207,296,56898.0,746.0,38.0,2018,104
42067,23419,21825,246,87,63923.0,730.0,19.5,2018,37
42069,215834,180058,6635,1793,64691.0,973.0,38.7,2018,1744
42071,555151,460035,22176,4354,83703.0,1289.0,38.2,2018,4326
42073,85423,77191,3164,594,60779.0,778.0,37.1,2018,699
42075,143592,117746,2950,1063,76350.0,1087.0,37.8,2018,1110
42077,375408,250651,26043,4476,77493.0,1326.0,43.9,2018,6608
42079,325978,255267,17107,2318,62321.0,958.0,36.9,2018,2424
42081,113570,101203,5038,1079,64412.0,887.0,35.7,2018,840
42083,40149,37614,927,261,61705.0,769.0,30.6,2018,115
42085,109852,97737,6123,886,60614.0,808.0,36.3,2018,881
42087,46074,43274,329,208,61415.0,792.0,29.2,2018,131
42089,167784,111592,23488,2686,82374.0,1347.0,44.5,2018,1247
42091,861225,640759,79804,7053,111521.0,1612.0,39.6,2018,5965
42093,18079,16357,444,111,72926.0,1057.0,34.7,2018,92
42095,315927,242420,18651,2801,86687.0,1335.0,41.0,2018,2984
42097,90925,82792,2468,502,57948.0,777.0,31.8,2018,459
42099,45988,43438,368,361,78824.0,838.0,35.5,2018,207
42101,1582432,571785,631361,25314,60698.0,1323.0,43.6,2018,23099
42103,59691,48000,3967,533,79318.0,1383.0,45.6,2018,160
42105,16276,15572,71,129,59840.0,767.0,25.7,2018,25
42107,143259,128550,4152,1211,66901.0,842.0,32.9,2018,853
42109,39711,37723,313,265,68435.0,890.0,32.8,2018,98
42111,73255,69242,1418,879,59378.0,749.0,31.6,2018,182
42113,5849,5534,132,66,64758.0,781.0,31.5,2018,3
42115,38349,36699,90,467,66930.0,913.0,35.2,2018,125
42117,41078,39441,351,278,62932.0,850.0,35.6,2018,107
42119,42570,37935,2575,231,72894.0,944.0,38.2,2018,75
42121,50096,47208,576,463,61626.0,774.0,33.9,2018,164
42123,38174,36346,323,223,59013.0,756.0,24.6,2018,83
42125,209778,190444,6679,1337,77487.0,922.0,31.1,2018,1179
42127,51189,46100,1618,543,62182.0,979.0,40.7,2018,137
42129,353345,327086,8858,2052,72468.0,843.0,32.5,2018,1684
42131,26075,24649,210,360,70268.0,897.0,31.8,2018,87
42133,459312,380861,27012,4691,82238.0,1150.0,37.6,2018,6528
44001,50568,45701,539,424,110926.0,1348.0,35.2,2018,352
44003,170658,147797,3513,2406,91278.0,1264.0,39.2,2018,2856
44005,85095,72217,3236,875,100859.0,1652.0,40.3,2018,525
44007,658977,409072,54845,12508,78204.0,1242.0,36.5,2018,6940
44009,130073,117574,1729,2315,102478.0,1303.0,40.6,2018,429
45001,24352,16882,6287,181,52112.0,634.0,28.8,2018,469
45003,171949,113667,42183,2448,67940.0,1031.0,41.2,2018,2937
45005,7738,1871,4951,169,31603.0,691.0,36.2,2018,129
45007,207218,159966,28250,5297,64683.0,952.0,36.2,2018,4777
45009,13164,4979,7880,90,43206.0,794.0,40.4,2018,294
45011,20565,10732,8897,319,41800.0,695.0,39.6,2018,497
45013,192123,134712,30354,2188,84819.0,1484.0,42.9,2018,2841
45015,238723,150619,55308,4151,82327.0,1518.0,38.8,2018,8278
45017,14150,7813,5463,136,56690.0,994.0,46.4,2018,111
45019,414711,274352,98520,4971,84320.0,1506.0,44.2,2018,21616
45021,56299,40077,10659,753,49047.0,813.0,36.0,2018,2070
45023,32177,18749,11596,523,51216.0,918.0,37.5,2018,548
45025,43575,26791,13374,1129,47620.0,776.0,42.0,2018,280
45027,31037,15544,14035,314,48887.0,728.0,43.9,2018,444
45029,38623,22269,13389,1200,48779.0,905.0,42.0,2018,713
45031,62754,34199,25718,682,47419.0,876.0,50.4,2018,1821
45033,28031,12707,12807,1083,44038.0,692.0,45.7,2018,652
45035,164322,103658,41255,2186,76896.0,1381.0,42.7,2018,5464
45037,26508,15755,8335,454,67092.0,854.0,38.0,2018,219
45039,20741,8028,11499,209,46972.0,910.0,48.6,2018,397
45041,136921,69090,58857,955,56650.0,908.0,44.3,2018,7331
45043,64200,42513,18545,412,66734.0,1166.0,34.1,2018,1189
45045,537575,366669,90203,6152,74624.0,1198.0,40.1,2018,13737
45047,69329,43511,21709,873,50635.0,880.0,39.4,2018,2238
45049,18555,7496,9751,139,43059.0,815.0,42.1,2018,144
45051,368937,286993,43726,4001,64623.0,1181.0,42.8,2018,7315
45053,30658,14407,10558,568,63503.0,1307.0,29.3,2018,474
45055,66924,45304,15687,765,64343.0,872.0,48.4,2018,931
45057,100905,70990,19569,739,74751.0,892.0,43.6,2018,1754
45059,67904,45795,15629,1109,55517.0,847.0,39.9,2018,1979
45061,16330,5545,10180,200,44145.0,806.0,37.7,2018,374
45063,300370,220420,44926,4011,75014.0,1115.0,36.9,2018,7360
45065,9701,5305,3993,60,55344.0,666.0,33.3,2018,72
45067,28900,11117,16123,542,34501.0,663.0,30.3,2018,1370
45069,26285,10180,12956,1642,36293.0,686.0,36.3,2018,560
45071,38121,23394,11139,279,59670.0,854.0,41.5,2018,751
45073,79566,67416,5398,834,60193.0,876.0,41.1,2018,806
45075,83531,28678,51467,980,43214.0,804.0,48.0,2018,1729
45077,132604,112772,8189,1063,59411.0,936.0,47.1,2018,2350
45079,418725,172815,198151,5315,61699.0,1185.0,47.9,2018,20046
45081,18958,11205,4194,268,52957.0,814.0,37.8,2018,160
45083,338096,228924,67021,2976,64195.0,1019.0,39.9,2018,11184
45085,104853,47341,48447,1355,55990.0,1006.0,35.9,2018,4220
45087,26990,17586,7883,692,41200.0,770.0,36.5,2018,536
45089,30517,9973,19538,207,43471.0,769.0,44.4,2018,360
45091,288559,200638,54031,4439,83060.0,1304.0,38.8,2018,8333
46003,2573,2365,27,60,74130.0,739.0,17.6,2018,4
46005,19279,13740,208,535,63082.0,834.0,30.1,2018,3
46007,3354,1252,6,1995,44569.0,616.0,36.3,2018,1
46009,7024,6105,132,612,61275.0,620.0,21.5,2018,2
46011,34968,31023,417,870,67341.0,874.0,27.5,2018,6
46013,38079,32615,171,2660,70239.0,794.0,29.3,2018,17
46015,5261,4314,76,752,74043.0,700.0,23.4,2018,2
46017,1757,381,0,1338,47000.0,535.0,20.8,2018,2
46019,10538,9399,0,596,67692.0,940.0,35.9,2018,8
46021,1481,1388,0,30,65000.0,635.0,33.7,2018,2
46023,9281,5939,12,3148,64850.0,727.0,23.6,2018,1
46025,3876,3559,21,81,62885.0,709.0,24.4,2018,1
46027,15133,13127,304,909,58794.0,736.0,38.1,2018,7
46029,28556,26064,292,953,65080.0,901.0,32.2,2018,11
46031,3859,1162,4,2678,43750.0,473.0,22.8,2018,2
46033,8686,7892,32,471,81958.0,1117.0,17.3,2018,3
46035,19936,17959,111,1157,61401.0,750.0,25.2,2018,6
46037,5460,4661,3,647,62270.0,623.0,22.3,2018,1
46039,4318,4087,15,55,79556.0,668.0,19.3,2018,1
46041,5230,1056,21,4083,57928.0,714.0,23.8,2018,2
46043,2823,2629,42,73,78125.0,864.0,23.2,2018,1
46045,4033,3831,33,30,77266.0,881.0,18.5,2018,1
46047,7179,6104,13,687,61056.0,866.0,53.2,2018,5
46049,2137,2068,0,40,58000.0,692.0,9.3,2018,3
46051,7544,6872,44,258,73818.0,668.0,28.7,2018,1
46053,3993,3491,40,392,52432.0,614.0,32.0,2018,3
46055,1708,1508,24,154,59231.0,688.0,15.2,2018,1
46057,6288,5837,19,115,83194.0,769.0,12.9,2018,1
46059,3045,2853,11,54,72054.0,553.0,18.5,2018,1
46061,3473,3243,13,94,86375.0,733.0,6.3,2018,1
46063,1092,968,18,89,74766.0,478.0,4.5,2018,1
46065,17732,14395,4,2611,78981.0,930.0,25.0,2018,5
46067,7393,6774,5,200,74459.0,714.0,15.6,2018,1
46069,1305,1135,0,103,74279.0,921.0,20.3,2018,1
46071,2826,1023,5,1782,26686.0,460.0,38.7,2018,1
46073,1845,1637,0,86,75417.0,565.0,8.4,2018,1
46075,1030,854,8,154,64688.0,544.0,0.0,2018,1
46077,5210,4935,0,129,70221.0,725.0,48.7,2018,1
46079,11052,10175,55,407,73792.0,868.0,34.5,2018,3
46081,26574,24217,137,1062,66766.0,923.0,34.3,2018,20
46083,68286,61767,1548,1074,96552.0,1237.0,26.7,2018,18
46085,3717,2135,0,1543,61169.0,603.0,18.3,2018,1
46087,5732,5441,16,169,80847.0,750.0,25.2,2018,2
46089,2278,2186,38,39,62024.0,580.0,7.8,2018,1
46091,4355,3750,11,401,72500.0,743.0,17.3,2018,1
46093,30297,26487,594,1419,74161.0,1150.0,25.9,2018,22
46095,2043,645,5,1378,51364.0,737.0,21.7,2018,1
46097,2299,2176,23,59,72589.0,563.0,12.3,2018,1
46099,200689,162318,13184,7375,76074.0,954.0,30.6,2018,322
46101,6371,4807,70,979,77500.0,723.0,32.2,2018,1
46103,112081,90040,1463,13921,70768.0,1066.0,34.4,2018,218
46105,3058,2895,0,122,65455.0,703.0,29.8,2018,3
46107,2430,2196,47,87,71726.0,869.0,41.1,2018,1
46109,10219,5918,34,4017,63691.0,656.0,24.0,2018,2
46111,2370,2249,0,53,69870.0,717.0,30.7,2018,1
46115,6283,5945,57,32,73011.0,691.0,27.3,2018,2
46117,3012,2740,2,185,77000.0,896.0,45.6,2018,1
46119,1481,1370,74,17,70250.0,913.0,24.6,2018,3
46121,9293,755,28,8098,39148.0,537.0,27.1,2018,1
46123,5607,4523,36,903,58854.0,809.0,53.7,2018,2
46125,8772,8253,68,131,75283.0,745.0,27.5,2018,2
46127,16916,15293,142,384,84137.0,1055.0,24.7,2018,7
46129,5298,4220,16,1037,62722.0,962.0,27.2,2018,2
46135,23379,20731,362,1115,73855.0,777.0,21.0,2018,14
46137,2410,657,0,1735,47333.0,715.0,39.9,2018,1
47001,78175,68537,2641,1255,63171.0,960.0,35.2,2018,553
47003,51291,40832,3661,1029,62197.0,917.0,35.9,2018,216
47005,15948,14754,289,341,50435.0,788.0,28.1,2018,48
47007,14905,13197,815,169,49655.0,779.0,31.4,2018,37
47009,137747,124541,3573,1366,74607.0,1042.0,33.5,2018,402
47011,109743,93195,5670,1281,63789.0,959.0,37.1,2018,258
47013,39568,38023,134,455,50260.0,715.0,28.2,2018,112
47015,14661,13797,352,207,58092.0,781.0,36.1,2018,32
47017,28461,24395,2533,281,50391.0,757.0,35.0,2018,69
47019,56462,53247,1151,549,48435.0,738.0,28.1,2018,220
47021,41500,37534,973,642,82015.0,1274.0,33.3,2018,123
47023,17452,14842,1713,137,60543.0,714.0,29.5,2018,62
47025,32221,30563,237,377,46587.0,736.0,36.6,2018,73
47027,7621,7199,72,83,44712.0,546.0,24.2,2018,19
47029,36503,34142,553,474,48416.0,787.0,37.2,2018,84
47031,58940,51589,2407,601,60656.0,885.0,35.2,2018,103
47033,13937,10245,1493,404,59049.0,854.0,34.9,2018,96
47035,62529,59368,693,650,58475.0,829.0,27.7,2018,145
47037,709846,404978,178861,8919,75664.0,1485.0,41.7,2018,24354
47039,11499,10530,353,107,46190.0,716.0,30.6,2018,35
47041,20551,18246,377,216,48484.0,773.0,40.6,2018,49
47043,55197,49604,2191,753,73223.0,972.0,26.5,2018,199
47045,36681,28532,5459,463,54973.0,760.0,36.7,2018,198
47047,42653,28407,11500,444,84764.0,883.0,35.5,2018,83
47049,18948,18023,57,241,50865.0,614.0,37.9,2018,45
47051,43478,38529,2015,628,61553.0,863.0,30.9,2018,73
47053,50610,38495,7600,1369,59009.0,797.0,35.9,2018,162
47055,30442,25740,2618,778,61476.0,836.0,26.7,2018,78
47057,23929,22978,269,203,51351.0,726.0,37.2,2018,62
47059,70919,65389,1371,760,54071.0,713.0,32.4,2018,131
47061,13665,12920,59,399,45573.0,723.0,30.4,2018,29
47063,64930,53306,1737,729,52794.0,838.0,39.6,2018,187
47065,370913,263665,65155,4197,72568.0,1163.0,38.6,2018,2489
47067,6790,6574,30,50,31995.0,592.0,44.3,2018,17
47069,25477,13772,10245,739,46173.0,818.0,43.4,2018,61
47071,26939,24924,820,270,49149.0,770.0,37.5,2018,64
47073,57446,54282,694,646,55278.0,744.0,34.1,2018,210
47075,17672,7697,8861,183,43513.0,725.0,40.2,2018,129
47077,27906,24498,2125,233,53471.0,812.0,32.0,2018,128
47079,32345,28274,2335,377,48540.0,741.0,30.0,2018,116
47081,25229,22919,911,640,57223.0,877.0,32.9,2018,57
47083,8293,7715,241,120,54475.0,685.0,23.8,2018,36
47085,19074,17290,370,201,59333.0,830.0,36.5,2018,64
47087,11882,11091,55,195,41475.0,804.0,50.8,2018,33
47089,55835,51211,863,614,63084.0,880.0,31.7,2018,181
47091,18073,16097,677,748,52152.0,639.0,36.5,2018,61
47093,487401,395867,39710,5310,71662.0,1180.0,40.2,2018,2525
47095,6691,4425,1493,234,30500.0,472.0,40.2,2018,65
47097,24933,14891,8461,273,49205.0,729.0,35.7,2018,154
47099,44901,41952,595,579,53233.0,736.0,39.1,2018,89
47101,12784,11927,100,367,49477.0,735.0,24.9,2018,27
47103,35617,30956,2052,664,63115.0,782.0,35.3,2018,89
47105,56996,50404,787,650,80296.0,995.0,34.1,2018,149
47107,54135,48323,1699,774,59674.0,792.0,36.4,2018,194
47109,25933,23579,1363,277,50714.0,706.0,24.2,2018,66
47111,25793,23300,216,241,56269.0,805.0,30.3,2018,119
47113,98845,53868,36151,1776,58189.0,1076.0,46.7,2018,280
47115,29010,26483,817,585,58103.0,840.0,33.9,2018,104
47117,35276,30905,1447,534,70829.0,924.0,30.9,2018,87
47119,104855,83962,11099,1272,74162.0,1206.0,37.1,2018,184
47121,13076,11865,304,255,58395.0,845.0,42.6,2018,31
47123,47054,41881,870,802,56648.0,699.0,35.5,2018,124
47125,227957,146530,45621,5315,72365.0,1219.0,34.6,2018,1421
47127,6611,6096,195,100,66687.0,746.0,25.9,2018,23
47129,21193,19625,974,241,57408.0,742.0,34.9,2018,48
47131,30570,24503,3226,262,53102.0,770.0,33.2,2018,119
47133,22807,21879,314,242,46159.0,833.0,34.0,2018,43
47135,8561,7896,43,127,50489.0,747.0,40.6,2018,23
47137,5062,4858,18,122,44591.0,755.0,32.8,2018,11
47139,17702,16094,144,268,60227.0,668.0,38.1,2018,35
47141,81366,71391,2016,1290,56537.0,881.0,42.7,2018,180
47143,33299,29670,538,610,58133.0,796.0,31.4,2018,89
47145,54403,49989,1294,919,66218.0,767.0,33.5,2018,136
47147,74291,60576,5233,903,78439.0,1176.0,37.0,2018,153
47149,351591,239171,52801,3550,82588.0,1405.0,38.6,2018,994
47151,21969,21221,86,430,42679.0,691.0,38.7,2018,47
47153,16409,15304,77,234,52260.0,842.0,57.2,2018,46
47155,98802,86681,862,1208,63829.0,1013.0,30.5,2018,242
47157,922195,322797,487064,9417,62337.0,1170.0,44.8,2018,17752
47159,20196,18344,392,242,62799.0,877.0,32.2,2018,61
47161,13859,12915,179,260,62052.0,837.0,26.0,2018,28
47163,159693,148653,3212,1500,56802.0,850.0,34.2,2018,589
47165,200553,162173,17253,1953,86005.0,1339.0,37.0,2018,924
47167,61339,45796,11419,795,71736.0,1007.0,31.6,2018,305
47169,11805,9508,1330,228,63190.0,805.0,30.2,2018,37
47171,17779,16447,82,272,50381.0,665.0,46.1,2018,65
47173,20141,19180,111,257,61858.0,849.0,28.6,2018,73
47175,6293,5983,24,237,60281.0,705.0,23.8,2018,23
47177,41587,35818,1172,428,54088.0,775.0,36.3,2018,89
47179,134693,118113,5055,1324,61051.0,951.0,40.3,2018,274
47181,16251,14504,683,548,52824.0,619.0,54.8,2018,32
47183,32959,28560,2446,301,49502.0,760.0,35.5,2018,212
47185,27764,25842,336,605,52206.0,838.0,31.7,2018,74
47187,254609,210781,9676,2558,131202.0,1895.0,37.9,2018,271
47189,153587,126077,11048,1714,94048.0,1370.0,36.1,2018,660
48001,57825,34824,10860,2248,58846.0,1006.0,47.6,2018,203
48003,18518,11040,347,195,76902.0,1364.0,21.4,2018,64
48005,86791,58239,10603,4041,58847.0,1056.0,39.5,2018,671
48007,24449,19731,273,649,61754.0,1052.0,40.9,2018,116
48009,8734,7960,70,266,71958.0,766.0,22.7,2018,12
48011,1883,1744,10,22,68462.0,1010.0,11.1,2018,1
48013,50058,27306,644,938,69413.0,997.0,37.5,2018,288
48015,30712,21755,2858,352,75994.0,1111.0,43.0,2018,68
48017,7044,5002,60,0,70625.0,744.0,29.1,2018,8
48019,21589,17081,238,533,69703.0,998.0,28.3,2018,47
48021,102370,57919,5881,3718,82730.0,1342.0,30.6,2018,302
48023,3464,2803,26,15,42313.0,685.0,29.9,2018,13
48025,31000,17754,1883,1151,56075.0,1028.0,41.7,2018,122
48027,379811,197699,88579,9761,66051.0,1168.0,40.8,2018,5064
48029,2037344,1006462,161052,58412,70571.0,1290.0,43.3,2018,20397
48031,12008,9686,92,369,87564.0,920.0,38.3,2018,20
48033,723,616,11,10,64250.0,,0.0,2018,0
48035,18546,14726,253,310,69339.0,926.0,30.2,2018,62
48037,92321,60611,22965,1368,59295.0,966.0,38.1,2018,951
48039,381650,204171,60242,5758,95155.0,1410.0,38.5,2018,3076
48041,237980,157983,25666,3868,58388.0,1160.0,51.9,2018,1416
48043,9464,7138,27,307,52612.0,768.0,29.3,2018,27
48045,1223,1034,66,4,41188.0,692.0,41.7,2018,1
48047,6987,3621,54,7,31310.0,487.0,32.7,2018,15
48049,38294,29910,1276,625,55305.0,887.0,44.9,2018,167
48051,18327,13194,2119,478,72888.0,909.0,22.5,2018,26
48053,51064,41635,636,1166,77158.0,1324.0,30.0,2018,140
48055,47184,27276,2025,1123,68503.0,1145.0,37.3,2018,186
48057,19921,13102,495,279,71870.0,1121.0,32.8,2018,136
48059,14017,11997,245,212,68455.0,881.0,37.4,2018,45
48061,423192,211525,2574,4198,51334.0,899.0,40.5,2018,890
48063,12652,7635,1843,312,55061.0,774.0,40.6,2018,44
48065,5802,5277,35,153,84583.0,933.0,9.0,2018,2
48067,28582,21919,4789,469,54328.0,821.0,38.8,2018,79
48069,7328,3957,86,141,63485.0,910.0,19.5,2018,8
48071,49178,35645,3580,384,108114.0,1548.0,25.1,2018,159
48073,51143,34347,6675,1322,59830.0,880.0,36.4,2018,207
48075,6772,4137,451,186,60333.0,934.0,36.7,2018,13
48077,10402,9461,118,242,77355.0,825.0,37.2,2018,40
48079,2520,1204,183,32,42137.0,738.0,24.9,2018,5
48081,3315,2823,58,81,46431.0,687.0,24.6,2018,10
48083,7765,6159,302,148,52364.0,714.0,20.5,2018,20
48085,1116601,636304,119522,17072,117588.0,1792.0,36.8,2018,8584
48087,2733,1570,216,291,60165.0,619.0,13.1,2018,4
48089,20736,13702,2703,330,68554.0,1002.0,21.3,2018,72
48091,174552,130460,4415,3101,99015.0,1460.0,35.9,2018,534
48093,13786,10170,70,392,59946.0,823.0,23.9,2018,21
48095,3301,2566,122,43,59632.0,919.0,37.8,2018,2
48097,42473,33507,1411,783,72472.0,1088.0,39.2,2018,185
48099,83772,51794,11608,4503,68904.0,1120.0,29.9,2018,447
48101,1302,855,64,73,58819.0,323.0,10.3,2018,0
48103,4623,1818,119,37,59915.0,883.0,0.0,2018,4
48105,2881,1070,17,2,81739.0,585.0,0.0,2018,13
48107,5072,3517,132,89,52197.0,637.0,36.1,2018,11
48109,2181,1008,4,61,42672.0,971.0,9.5,2018,0
48111,7180,4472,14,364,72332.0,1074.0,19.4,2018,27
48113,2603816,1062078,586837,51322,74149.0,1469.0,41.1,2018,38944
48115,12311,6717,877,216,55789.0,873.0,40.4,2018,18
48117,18487,9767,357,351,54114.0,919.0,26.1,2018,41
48119,5345,4316,446,239,62855.0,857.0,35.0,2018,15
48121,945644,573342,101626,19971,108185.0,1642.0,40.1,2018,8799
48123,19853,12111,1466,424,64014.0,955.0,40.4,2018,46
48125,1641,1282,24,32,50417.0,753.0,47.4,2018,1
48127,8507,2592,60,163,33409.0,753.0,25.5,2018,18
48129,3276,2856,177,17,56648.0,686.0,25.0,2018,5
48131,9824,6657,69,126,50081.0,737.0,10.7,2018,11
48133,17846,14719,405,326,51741.0,803.0,28.0,2018,61
48135,163206,87032,8298,3305,71031.0,1284.0,40.0,2018,1002
48137,1392,1191,22,19,38500.0,714.0,11.5,2018,3
48139,203927,131379,27009,6670,95898.0,1449.0,43.1,2018,701
48141,866275,339519,28593,17630,58859.0,1045.0,42.6,2018,3903
48143,43244,34681,610,985,65351.0,1134.0,44.7,2018,223
48145,17063,9887,3453,320,55372.0,747.0,42.5,2018,30
48147,36525,30109,2312,1078,68377.0,994.0,34.0,2018,103
48149,24783,19639,1490,302,76541.0,909.0,32.8,2018,56
48151,3661,2811,140,137,64700.0,629.0,25.1,2018,7
48153,5294,3686,143,76,55461.0,587.0,20.4,2018,6
48155,1079,787,3,47,42212.0,577.0,38.5,2018,1
48157,859721,318338,176568,12709,113409.0,1770.0,42.7,2018,3899
48159,10522,8282,543,142,66800.0,948.0,31.3,2018,43
48161,19813,13449,2903,268,58460.0,844.0,45.9,2018,59
48163,18019,8391,814,192,60098.0,1006.0,47.1,2018,37
48165,21904,16823,541,140,76605.0,788.0,23.5,2018,29
48167,354721,228663,43820,6311,85348.0,1360.0,43.4,2018,2872
48169,5435,3320,568,72,50545.0,797.0,19.6,2018,17
48171,27202,23081,123,541,67799.0,1331.0,40.0,2018,54
48173,1070,729,0,52,106806.0,,0.0,2018,3
48175,7096,5339,361,119,59556.0,724.0,40.6,2018,15
48177,19764,12826,1242,280,59355.0,837.0,27.9,2018,53
48179,21131,16471,976,664,56082.0,898.0,42.1,2018,77
48181,139988,110428,7550,4394,70455.0,1178.0,39.3,2018,1022
48183,124860,76025,24429,2313,64809.0,1072.0,37.9,2018,1599
48185,30385,19302,3552,1124,67080.0,985.0,44.7,2018,75
48187,178368,108064,14206,3768,93776.0,1439.0,36.7,2018,477
48189,32247,20276,1316,972,52788.0,798.0,34.1,2018,134
48191,2827,1773,140,166,46728.0,610.0,13.2,2018,1
48193,8320,7225,158,97,55339.0,847.0,29.1,2018,40
48195,5182,3687,11,119,68299.0,770.0,39.7,2018,3
48197,3529,2746,121,222,61179.0,688.0,23.6,2018,10
48199,57126,48845,3483,959,72532.0,1011.0,41.8,2018,228
48201,4758579,1910341,909089,97734,73104.0,1349.0,43.7,2018,61031
48203,69584,45279,14214,1284,66040.0,977.0,37.5,2018,338
48205,5307,3641,355,117,82122.0,1023.0,28.6,2018,6
48207,5390,4222,328,146,54044.0,824.0,34.7,2018,6
48209,256429,170650,10507,6440,85827.0,1417.0,49.3,2018,1078
48211,3311,2473,69,42,72052.0,946.0,43.5,2018,4
48213,83658,67374,4430,1755,63955.0,978.0,43.3,2018,453
48215,880921,348336,6070,7207,52281.0,925.0,41.3,2018,2095
48217,36664,28634,2255,710,63147.0,929.0,38.4,2018,112
48219,21455,13547,769,366,54810.0,813.0,34.5,2018,130
48221,64198,55175,694,915,86802.0,1414.0,41.7,2018,200
48223,37351,30031,2641,617,64725.0,1038.0,34.5,2018,237
48225,22042,13899,4864,704,54563.0,873.0,30.9,2018,74
48227,33127,23000,1862,543,71457.0,993.0,32.5,2018,209
48229,3331,1219,25,171,39336.0,664.0,17.8,2018,1
48231,104917,76798,8392,2352,70112.0,1184.0,36.1,2018,824
48233,20413,15112,492,1015,65470.0,852.0,39.0,2018,81
48235,1432,993,0,4,58125.0,1028.0,51.2,2018,0
48237,8623,7511,305,172,65693.0,968.0,29.7,2018,29
48239,15081,10940,894,169,61752.0,1011.0,42.5,2018,74
48241,32807,24577,5061,370,49919.0,790.0,41.0,2018,88
48243,1740,1254,11,39,32625.0,1314.0,64.0,2018,1
48245,253939,111975,84147,3389,59934.0,1079.0,42.0,2018,2980
48247,4797,2661,23,0,42230.0,820.0,41.8,2018,4
48249,38863,30485,313,523,47492.0,885.0,47.8,2018,158
48251,188820,143407,9216,3482,81826.0,1343.0,41.5,2018,846
48253,19968,13119,2100,828,63472.0,938.0,39.7,2018,37
48255,14819,8743,1074,562,59103.0,872.0,37.8,2018,10
48257,160718,96408,27068,3491,88606.0,1408.0,40.6,2018,557
48259,46971,36524,415,900,110498.0,1576.0,47.0,2018,72
48261,52,10,0,1,,,,2018,0
48263,727,635,6,19,71420.0,856.0,3.4,2018,0
48265,53166,41107,850,1251,67927.0,1079.0,34.1,2018,135
48267,4355,3440,98,80,65703.0,795.0,32.7,2018,7
48269,189,153,0,13,70192.0,,,2018,0
48271,3140,2259,3,117,66341.0,771.0,18.7,2018,0
48273,30629,16355,1051,476,57612.0,1022.0,41.8,2018,92
48275,3322,2375,132,36,56304.0,661.0,35.8,2018,0
48277,50421,38898,6254,1382,61122.0,897.0,40.8,2018,397
